StockCode,Description,TotalRevenue,UnitsSold,OrderCount,UniqueCustomers,AvgPrice
51008,AFGHAN SLIPPER SOCK PAIR,7488.7,2346,62,37,3.1921142369991475
22649,STRAWBERRY FAIRY CAKE TEAPOT,7486.04,1514,292,152,4.944544253632761
22584,PACK OF 6 PANNETONE GIFT BOXES,7480.83,2941,404,328,2.5436348180890853
22646,CERAMIC STRAWBERRY CAKE MONEY BANK,7467.04,5093,518,285,1.4661378362458275
22380,TOY TIDY SPACEBOY  ,7458.96,3673,414,228,2.030754151919412
21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,7456.31,5849,411,161,1.2748008206531032
22088,PAPER BUNTING COLOURED LACE,7442.39,2514,387,193,2.9603778838504375
48184,DOORMAT ENGLISH ROSE ,7434.84,1254,131,98,5.9288995215311004
22623,BOX OF VINTAGE JIGSAW BLOCKS ,7429.27,1416,322,221,5.246659604519774
21559,STRAWBERRY LUNCH BOX WITH CUTLERY,7423.05,2932,489,205,2.531736016371078
84987,SET OF 36 TEATIME PAPER DOILIES,7419.73,5099,487,270,1.4551343400666796
22301,COFFEE MUG CAT + BIRD DESIGN,7418.83,2899,412,205,2.55909968954812
21216,"SET 3 RED SPOT TIN TEA,COFFEE,SUGAR",7404.09,1500,304,127,4.93606
21259,VICTORIAN SEWING BOX SMALL ,7379.780000000001,1216,394,215,6.06889802631579
21737,SET 3 WICKER LOG BASKETS,7362.66,398,164,118,18.499145728643217
85064,CREAM SWEETHEART LETTER RACK,7328.96,1570,264,167,4.668127388535032
22121,NOEL WOODEN BLOCK LETTERS ,7323.030000000001,1177,326,238,6.22177570093458
22694,WICKER STAR ,7280.28,3273,496,338,2.224344637946838
22109,FULL ENGLISH BREAKFAST PLATE,7276.53,1791,367,138,4.062830820770519
22357,KINGS CHOICE BISCUIT TIN,7270.78,1624,291,208,4.477081280788177
72351B,SET/6 PINK  BUTTERFLY T-LIGHTS,7252.6900000000005,3720,321,161,1.9496478494623657
21871,SAVE THE PLANET MUG,7220.95,6201,451,222,1.164481535236252
22727,ALARM CLOCK BAKELIKE RED ,7212.74,1765,357,215,4.086538243626062
21937,STRAWBERRY   PICNIC BAG,7193.110000000001,2407,414,190,2.9884129621936024
20829,GLITTER HANGING BUTTERFLY STRING,7152.490000000001,3528,296,149,2.0273497732426304
22759,SET OF 3 NOTEBOOKS IN PARCEL,7148.6,4088,398,275,1.7486790606653622
21974,SET OF 36 PAISLEY FLOWER DOILIES,7110.7,4840,454,224,1.4691528925619834
48173C,DOOR MAT BLACK FLOCK ,7100.21,1233,180,109,5.758483373884833
21169,YOU'RE CONFUSING ME METAL SIGN ,7095.92,4511,344,162,1.5730259365994237
84375,SET OF 20 KIDS COOKIE CUTTERS,7080.07,3578,311,163,1.9787786472889881
48116,DOOR MAT MULTICOLOUR STRIPE,7078.28,1102,239,114,6.423121597096189
48129,DOORMAT TOPIARY,7061.75,1201,139,89,5.8798917568692755
21935,SUKI  SHOULDER BAG,7055.2,3816,417,142,1.8488469601677149
84378,SET OF 3 HEART COOKIE CUTTERS,7048.98,5429,591,323,1.2983938110149198
84212,"ASSORTED FLOWER COLOUR ""LEIS""",7027.2699999999995,14480,167,89,0.48530870165745854
35961,FOLKART ZINC HEART CHRISTMAS DEC,7002.82,8535,409,181,0.8204827182190978
22365,DOORMAT RESPECTABLE HOUSE,6984.21,1187,153,92,5.883917438921651
22274,FELTCRAFT DOLL EMILY,6973.02,2478,408,239,2.8139709443099274
21890,S/6 WOODEN SKITTLES IN COTTON BAG,6951.64,2391,339,218,2.9074194897532415
84997A,GREEN 3 PIECE MINI DOTS CUTLERY SET,6948.650000000001,1918,238,154,3.622862356621481
21770,OPEN CLOSED METAL SIGN,6883.370000000001,1353,263,191,5.087487065779749
21122,SET/10 PINK SPOTTY PARTY CANDLES,6882.16,5666,387,262,1.2146417225555948
21669,BLUE STRIPE CERAMIC DRAWER KNOB,6879.92,5417,391,152,1.2700609193280414
85220,SMALL FAIRY CAKE FRIDGE MAGNETS,6875.0,12236,5,4,0.5618666230794377
47502,POLKADOT CUTLERY 24 PCS IN TRAY,6855.75,640,79,40,10.712109375
22627,MINT KITCHEN SCALES,6834.79,782,311,186,8.740140664961636
22427,ENAMEL FLOWER JUG CREAM,6816.3,1132,307,212,6.021466431095407
21428,SET3 BOOK BOX GREEN GINGHAM FLOWER ,6812.3,1728,214,140,3.942303240740741
22558,CLOTHES PEGS RETROSPOT PACK 24 ,6810.78,5587,463,285,1.2190406300340075
21768,WALL MOUNTED VINTAGE ORGANISER,6756.09,497,163,95,13.593742454728371
62018,SOMBRERO ,6739.85,5155,69,41,1.307439379243453
22352,LUNCH BOX WITH CUTLERY RETROSPOT ,6724.56,2672,426,201,2.516676646706587
21156,RETROSPOT CHILDRENS APRON,6718.03,3715,299,189,1.8083526244952892
47599A,PINK PARTY BAGS,6692.78,3587,209,121,1.865843323111235
22417,PACK OF 60 SPACEBOY CAKE CASES,6686.849999999999,13205,596,343,0.5063877319197273
22300,COFFEE MUG DOG + BALL DESIGN,6685.990000000001,2663,345,199,2.510698460383027
48129,DOOR MAT TOPIARY,6681.38,1040,206,114,6.424403846153846
85014D,PINK/BROWN DOTS RUFFLED UMBRELLA,6664.45,1918,90,73,3.4746871741397287
85068,CREAM SWEETHEART SHELF + HOOKS,6647.24,960,197,130,6.9242083333333335
85047,WHITE BEADED GARLAND STRING 20LIGHT,6645.28,1048,234,136,6.340916030534351
C2,CARRIAGE,6625.0,131,131,27,50.57251908396947
21833,CAMOUFLAGE LED TORCH,6613.92,3831,291,160,1.7264212999216915
21430,SET/3 RED GINGHAM ROSE STORAGE BOX,6608.25,1707,353,192,3.8712653778558876
82582,AREA PATROLLED METAL SIGN,6567.280000000001,3255,381,166,2.017597542242704
ADJUST,Adjustment by john on 26/01/2010 17,6563.5,16,16,11,410.21875
79000,MOROCCAN TEA GLASS,6552.179999999999,8012,317,157,0.817795806290564
22698,PINK REGENCY TEACUP AND SAUCER,6548.01,2262,260,148,2.894787798408488
22618,COOKING SET RETROSPOT,6531.719999999999,671,226,174,9.734307004470939
22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,6513.67,1493,260,187,4.362806430006698
22726,ALARM CLOCK BAKELIKE GREEN,6511.06,1516,347,192,4.294894459102903
21668,RED STRIPE CERAMIC DRAWER KNOB,6476.88,4897,394,152,1.3226220134776394
21535,RED RETROSPOT SMALL MILK JUG,6475.4800000000005,2572,472,259,2.517682737169518
22580,ADVENT CALENDAR GINGHAM SACK,6429.530000000001,1027,260,183,6.26049659201558
22215,CAKE STAND WHITE TWO TIER LACE,6398.04,749,262,190,8.542109479305742
84988,SET OF 72 PINK HEART PAPER DOILIES,6387.95,4082,522,224,1.5649069083782459
21671,RED SPOT CERAMIC DRAWER KNOB,6372.09,5150,367,166,1.2372990291262136
20725,LUNCH BAG RED RETROSPOT,6365.72,3435,321,195,1.853193595342067
22303,COFFEE MUG APPLES DESIGN,6363.38,2623,279,166,2.4259931376286694
75049L,LARGE CIRCULAR MIRROR MOBILE,6343.33,6867,140,63,0.9237410805300713
47591D,PINK FAIRY CAKE CHILD'S APRON,6339.17,3438,389,232,1.8438539848749274
10002,INFLATABLE POLITICAL GLOBE ,6333.76,7971,310,153,0.7946004265462301
22804,CANDLEHOLDER PINK HANGING HEART,6311.13,2246,217,161,2.8099421193232414
22488,NATURAL SLATE RECTANGLE CHALKBOARD,6300.54,3756,404,267,1.6774600638977635
21985,PACK OF 12 HEARTS DESIGN TISSUES ,6286.05,16873,511,303,0.37255082083802527
84792,ENCHANTED BIRD COATHANGER 5 HOOK,6284.7300000000005,1492,289,170,4.212285522788204
22553,PLASTERS IN TIN SKULLS,6273.39,3767,569,330,1.6653543934165118
20754,RETRO RED SPOTTY WASHING UP GLOVES,6257.39,3139,420,212,1.9934342147180633
22619,SET OF 6 SOLDIER SKITTLES,6257.28,1658,286,216,3.773992762364294
20914,SET/5 RED RETROSPOT LID GLASS BOWLS,6243.79,2173,300,182,2.8733502070869763
48173C,DOORMAT BLACK FLOCK ,6194.95,1067,141,97,5.8059512652296155
84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,6175.47,4734,449,232,1.3044930291508239
21361,LOVE LARGE WOOD LETTERS ,6154.86,474,224,156,12.98493670886076
21870,I CAN ONLY PLEASE ONE PERSON MUG,6147.82,4970,494,206,1.2369859154929577
21172,PARTY METAL SIGN ,6123.139999999999,4253,511,252,1.43972254878909
22131,FOOD CONTAINER SET 3 LOVE HEART ,6108.55,3273,415,204,1.8663458600672167
21670,BLUE SPOT CERAMIC DRAWER KNOB,6099.8,4590,403,166,1.3289324618736384
21667,GLASS CAKE COVER AND PLATE,6096.349999999999,352,162,118,17.319176136363634
22055,MINI CAKE STAND  HANGING STRAWBERY,6096.0,3550,504,192,1.7171830985915493
21086,SET/6 RED SPOTTY PAPER CUPS,6088.25,9766,430,211,0.6234128609461397
22083,PAPER CHAIN KIT RETROSPOT,6052.9800000000005,1766,236,139,3.4275084937712346
21892,TRADITIONAL WOODEN CATCH CUP GAME ,6029.41,4761,432,261,1.2664167191766436
22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,6028.35,1246,178,130,4.8381621187800965
84032A,CHARLIE+LOLA PINK HOT WATER BOTTLE,6021.99,2417,373,173,2.491514273893256
21844,RED RETROSPOT MUG,6007.620000000001,2102,194,135,2.858049476688868
21385,IVORY HANGING DECORATION  HEART,5998.5,7035,383,210,0.8526652452025586
21907,I'M ON HOLIDAY METAL SIGN,5995.05,2871,416,251,2.0881400208986416
22358,KINGS CHOICE TEA CADDY ,5990.030000000001,1989,366,232,3.011578682755154
21980,PACK OF 12 RED SPOTTY TISSUES ,5981.8099999999995,22721,271,186,0.26327230315567096
22690,DOORMAT HOME SWEET HOME BLUE ,5978.63,921,158,120,6.491454940282302
21124,SET/10 BLUE SPOTTY PARTY CANDLES,5966.95,4901,321,242,1.217496429300143
21984,PACK OF 12 PINK PAISLEY TISSUES ,5958.07,22029,233,161,0.2704648417994462
22348,TEA BAG PLATE RED SPOTTY ,5934.19,7126,465,214,0.8327518944709514
22283,6 EGG HOUSE PAINTED WOOD,5902.52,743,232,130,7.944172274562585
22089,PAPER BUNTING VINTAGE PAISLEY,5872.4800000000005,2091,283,183,2.8084552845528457
79067,CORONA MEXICAN TRAY,5870.39,1489,373,158,3.942505036937542
84520B,PACK 20 ENGLISH ROSE PAPER NAPKINS,5870.0,6898,653,303,0.8509712960278342
79323W,WHITE CHERRY LIGHTS,5850.06,978,106,84,5.981656441717792
21745,GAOLERS KEYS DECORATIVE GARDEN ,5845.59,1797,277,166,3.2529716193656095
84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,5788.8,2488,366,211,2.3266881028938906
22327,ROUND SNACK BOXES SET OF 4 SKULLS,5750.240000000001,1928,374,190,2.982489626556017
22329,ROUND CONTAINER SET OF 5 RETROSPOT,5727.61,3526,374,184,1.6243930799773114
21658,GLASS  BEURRE DISH,5724.67,1379,319,121,4.151319796954315
21955,DOORMAT UNION JACK GUNS AND ROSES,5677.72,966,149,102,5.877556935817806
22588,CARD HOLDER GINGHAM HEART,5667.36,2132,321,229,2.6582363977485928
35970,ZINC FOLKART SLEIGH BELLS,5665.1,3350,238,184,1.6910746268656718
20676,RED SPOTTY BOWL,5660.1900000000005,4629,422,212,1.2227673363577447
22645,CERAMIC HEART FAIRY CAKE MONEY BANK,5656.15,3352,410,231,1.6873955847255369
21114,LAVENDER SCENTED FABRIC HEART,5621.58,4392,365,277,1.2799590163934427
22221,CAKE STAND LOVEBIRD 2 TIER PINK,5618.17,775,106,76,7.249251612903226
21716,BOYS VINTAGE TIN SEASIDE BUCKET,5618.0199999999995,2309,258,143,2.433096578605457
84968B,S/16 VINTAGE IVORY CUTLERY,5617.66,423,130,49,13.280520094562647
22656,VINTAGE BLUE KITCHEN CABINET,5605.0,19,17,15,295.0
22575,METAL MERRY CHRISTMAS WREATH,5599.78,2532,251,172,2.211603475513428
22078,RIBBON REEL LACE DESIGN ,5596.05,2646,296,181,2.1149092970521544
22195,LARGE HEART MEASURING SPOONS,5580.84,3209,457,223,1.7391212215643503
22834,HAND WARMER BABUSHKA DESIGN,5559.620000000001,2592,281,173,2.1449151234567903
21749,LARGE RED SPOT WINDMILL,5554.92,2945,52,30,1.886220713073005
21981,PACK OF 12 WOODLAND TISSUES ,5548.93,20957,298,172,0.26477692417807897
21411,GINGHAM HEART  DOORSTOP RED,5531.21,1333,395,244,4.149444861215303
21242,RED SPOTTY PLATE ,5523.2,3350,289,160,1.6487164179104477
22900, SET 2 TEA TOWELS I LOVE LONDON ,5521.08,1442,231,124,3.82876560332871
72807C,SET/3 VANILLA SCENTED CANDLE IN BOX,5518.19,1297,200,104,4.254579799537393
21875,KINGS CHOICE MUG,5516.69,4799,277,165,1.1495499062304646
22748,POPPY'S PLAYHOUSE KITCHEN,5515.86,2128,342,246,2.5920394736842103
21715,GIRLS VINTAGE TIN SEASIDE BUCKET,5510.63,2234,259,155,2.4667099373321397
21955,DOOR MAT UNION JACK GUNS AND ROSES,5510.39,797,226,114,6.913914680050189
16014,SMALL CHINESE STYLE SCISSOR,5503.64,17042,43,23,0.32294566365450067
21381,MINI WOODEN HAPPY BIRTHDAY GARLAND,5503.46,3329,314,175,1.6531871432862721
22904,CALENDAR PAPER CUT DESIGN,5488.58,1682,208,141,3.263127229488704
79029,GLASS HONEYPOT WASP CATCHER,5473.82,2944,343,201,1.8593138586956521
21135,VICTORIAN  METAL POSTCARD SPRING,5450.81,3169,234,158,1.7200410224045442
22942,CHRISTMAS LIGHTS 10 SANTAS ,5439.14,663,114,86,8.203831070889894
21432,SET OF 3 CASES WOODLAND DESIGN,5435.91,942,237,152,5.770605095541401
85063,CREAM SWEETHEART MAGAZINE RACK,5426.74,308,180,104,17.619285714285713
84937,KASHMIR FOLKART TUMBLERS,5394.54,2542,124,50,2.1221636506687647
21033,JUMBO BAG CHARLIE AND LOLA TOYS,5388.31,2691,283,115,2.0023448532144186
20970,PINK FLORAL FELTCRAFT SHOULDER BAG,5384.87,1427,334,198,3.773559915907498
22151,PLACE SETTING WHITE HEART,5370.48,12623,396,241,0.4254519527845995
22219,LOVEBIRD HANGING DECORATION WHITE ,5370.13,5773,625,276,0.9302147930019055
22333,RETRO SPORT PARTY BAG + STICKER SET,5370.08,3444,254,159,1.5592566782810684
21491,SET OF THREE VINTAGE GIFT WRAPS,5365.0599999999995,2877,247,184,1.8648105665623913
22218,CAKE STAND LACE WHITE,5361.41,1231,263,142,4.355329000812348
22302,COFFEE MUG PEARS  DESIGN,5358.16,2597,184,116,2.0632113977666537
35832,WOOLLY HAT SOCK GLOVE ADVENT STRING,5341.85,1737,188,132,3.0753310305123778
22085,PAPER CHAIN KIT SKULLS ,5337.53,1997,135,94,2.6727741612418625
22745,POPPY'S PLAYHOUSE BEDROOM ,5331.87,2052,318,226,2.598377192982456
22662,LUNCH BAG DOLLY GIRL DESIGN,5307.43,3331,329,216,1.5933443410387271
47591D,PINK FAIRY CAKE CHILDRENS APRON,5293.6,2868,333,215,1.8457461645746165
21155,RED SPOTTY PEG BAG,5282.89,2662,364,179,1.9845567242674682
20975,12 PENCILS SMALL TUBE RED SPOTTY,5278.03,8219,367,220,0.6421742304416596
72756,FAIRY CAKE CANDLES,5257.43,3859,127,112,1.3623814459704588
22595,CHRISTMAS GINGHAM HEART,5243.89,6220,357,253,0.8430691318327975
22508,DOORSTOP RETROSPOT HEART,5224.41,1329,416,272,3.931083521444695
21756,BATH BUILDING BLOCK WORD,5215.900000000001,846,327,218,6.165366430260048
21891,TRADITIONAL WOODEN SKIPPING ROPE,5208.15,4119,434,277,1.26442097596504
22466,FAIRY TALE COTTAGE NIGHTLIGHT,5200.73,2807,199,119,1.8527716423227643
84692,BOX OF 24 COCKTAIL PARASOLS,5187.56,11527,568,215,0.4500355686648738
22079,RIBBON REEL HEARTS DESIGN ,5184.85,3157,369,254,1.6423344947735192
22418,10 COLOUR SPACEBOY PEN,5184.469999999999,6142,291,202,0.8441012699446433
22549,PICTURE DOMINOES,5169.679999999999,3492,378,259,1.480435280641466
22631,CIRCUS PARADE LUNCH BOX ,5166.49,2649,279,159,1.9503548508871271
22180,RETRO SPOT LAMP,5164.42,511,196,127,10.106497064579257
22120,WELCOME  WOODEN BLOCK LETTERS,5157.13,503,183,112,10.252743538767396
84568,GIRLS ALPHABET IRON ON PATCHES ,5139.58,24692,166,34,0.20814757816296775
22212,FOUR HOOK  WHITE LOVEBIRDS,5138.9400000000005,2491,447,240,2.0630028101164193
21498,RED SPOTS  WRAP ,5115.5,12675,362,263,0.4035897435897436
11001,ASSTD DESIGN RACING CAR PEN,5115.46,3267,144,93,1.5657973676155494
84884A,ANT WHITE WIRE HEART SPIRAL,5110.71,1421,237,160,3.5965587614356087
20969,RED FLORAL FELTCRAFT SHOULDER BAG,5070.67,1330,330,186,3.8125338345864663
22220,CAKE STAND LOVEBIRD 2 TIER WHITE,5046.139999999999,515,185,140,9.798330097087378
21976,PACK OF 60 MUSHROOM CAKE CASES,5035.98,9546,570,289,0.5275487115021998
22282,12 EGG HOUSE PAINTED WOOD,5028.13,416,120,57,12.086850961538461
21326,AGED GLASS SILVER T-LIGHT HOLDER,5027.41,7689,324,189,0.6538444531148394
22063,CERAMIC BOWL WITH STRAWBERRY DESIGN,5024.01,1732,237,112,2.900698614318707
22655,VINTAGE RED KITCHEN CABINET,5015.0,17,16,14,295.0
22592,CARDHOLDER HOLLY WREATH METAL,5014.71,1341,178,144,3.7395302013422818
22174,PHOTO CUBE,5014.62,2205,264,108,2.274204081632653
21587,COSY HOUR GIANT TUBE MATCHES,5007.3,2006,249,200,2.496161515453639
22526,WHEELBARROW FOR CHILDREN ,4994.9,420,129,109,11.892619047619046
37450,CERAMIC CAKE BOWL + HANGING CAKES,4988.25,1753,263,120,2.8455504848830575
47568,ENGLISH ROSE DESIGN PEG BAG,4983.02,2384,410,179,2.0901929530201344
82552,WASHROOM METAL SIGN,4970.84,4024,441,232,1.2352982107355865
85049E,SCANDINAVIAN REDS RIBBONS,4950.15,3651,453,272,1.355834018077239
72351A,SET/6 TURQUOISE BUTTERFLY T-LIGHTS,4909.84,2482,251,133,1.9781788879935536
22243,"HOOK, 5 HANGER ,MAGIC TOADSTOOL RED",4908.8,3152,175,98,1.5573604060913706
22341,LOVE GARLAND PAINTED ZINC ,4897.78,3028,165,94,1.6174966974900924
82001S,VINYL RECORD FRAME SILVER,4896.66,1374,108,55,3.5637991266375546
22199,FRYING PAN RED POLKADOT ,4885.89,1209,187,90,4.041265508684864
21115,ROSE CARAVAN DOORSTOP,4884.14,695,276,178,7.027539568345325
21539,RED RETROSPOT BUTTER DISH,4882.67,931,312,169,5.2445435016111706
22632,HAND WARMER RED POLKA DOT,4876.2,2592,46,28,1.8812499999999999
22332,SKULLS PARTY BAG + STICKER SET,4873.9,3145,237,168,1.5497297297297297
22224,WHITE LOVEBIRD LANTERN,4870.14,1569,248,164,3.103977055449331
21700,BIG DOUGHNUT FRIDGE MAGNETS,4842.87,4695,342,152,1.0314952076677315
84270,ASSTD DESIGN BUBBLE GUM RING,4824.3,22936,476,249,0.2103374607603767
22498,WOODEN REGATTA BUNTING,4823.650000000001,803,232,159,6.0070361145703615
22242,"HOOK, 5 HANGER , MAGIC TOADSTOOL",4795.95,2982,258,141,1.6082997987927565
20682,RED SPOTTY CHILDS UMBRELLA,4791.04,1483,247,153,3.2306405933917732
22740,POLKADOT PEN,4775.469999999999,5490,118,70,0.8698488160291438
22616,PACK OF 12 LONDON TISSUES ,4771.25,13987,342,189,0.3411203260170158
22637,PIGGY BANK RETROSPOT ,4771.15,1851,293,195,2.5776066990815774
84997D,PINK 3 PIECE POLKADOT CUTLERY SET,4763.25,1290,187,131,3.692441860465116
22377,BOTTLE BAG RETROSPOT ,4759.95,2291,231,135,2.077673505019642
15060B,FAIRY CAKE DESIGN UMBRELLA,4747.28,986,330,128,4.814685598377282
85014B,RED RETROSPOT UMBRELLA,4735.75,830,151,109,5.705722891566265
37448,CERAMIC CAKE DESIGN SPOTTED MUG,4724.88,3168,347,157,1.491439393939394
48197,DOOR MAT BIRD ON THE WIRE,4691.77,667,202,70,7.034137931034484
22945,CHRISTMAS METAL TAGS ASSORTED ,4687.77,4836,187,143,0.9693486352357321
21156,RED SPOTTY CHILDS APRON,4678.23,2506,296,208,1.8668116520351155
22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,4651.650000000001,1506,368,212,3.088745019920319
21243,PINK  SPOTTY PLATE ,4645.09,2864,239,128,1.621888966480447
21042,RED SPOTTY APRON ,4638.110000000001,794,204,120,5.841448362720404
48116,DOORMAT MULTICOLOUR STRIPE,4628.76,866,61,44,5.3449884526558895
48189,DOORMAT FRIENDSHIP ,4615.91,827,79,52,5.581511487303507
22060,LARGE CAKE STAND HANGING HEARTS,4600.26,504,125,85,9.127500000000001
21558,SKULL LUNCH BOX WITH CUTLERY ,4598.83,1815,310,136,2.5337906336088154
22776,SWEETHEART CAKESTAND 3 TIER,4590.4,472,167,137,9.725423728813558
21407,BROWN CHECK CAT DOORSTOP ,4580.9800000000005,1024,327,177,4.4736132812500005
21989,PACK OF 20 SKULL PAPER NAPKINS,4578.73,6162,323,178,0.7430590717299578
85174,S/4 CACTI CANDLES,4563.96,908,213,95,5.0263876651982375
21107,CREAM SLICE FLANNEL PINK SPOT ,4550.240000000001,1551,231,131,2.9337459703417155
22429,ENAMEL MEASURING JUG CREAM,4549.21,1063,266,181,4.279595484477893
85184D,S/4 BLUE ROUND DECOUPAGE BOXES,4546.78,8311,66,48,0.5470797737937673
22750,FELTCRAFT PRINCESS LOLA DOLL,4543.39,1213,260,186,3.7455812036273706
22620,4 TRADITIONAL SPINNING TOPS,4542.84,3458,382,247,1.3137189126662812
22364,GLASS JAR DIGESTIVE BISCUITS,4529.78,1445,183,113,3.134795847750865
22738,RIBBON REEL SNOWY VILLAGE,4518.22,2442,254,171,1.8502129402129404
22165,"DIAMANTE HEART SHAPED WALL MIRROR, ",4516.02,576,132,65,7.8403125000000005
21903,MAN FLU METAL SIGN,4511.26,2308,243,147,1.9546187175043328
37500,TEA TIME TEAPOT IN GIFT BOX,4509.04,507,154,106,8.893570019723866
85049A,TRADITIONAL CHRISTMAS RIBBONS,4508.79,3327,378,250,1.3552119026149685
85175,CACTI T-LIGHT CANDLES,4495.88,10521,307,156,0.4273243988214048
22692,DOORMAT WELCOME TO OUR HOME,4485.78,617,166,102,7.27030794165316
22663,JUMBO BAG DOLLY GIRL DESIGN,4476.63,2372,247,155,1.8872807757166947
21586,KINGS CHOICE GIANT TUBE MATCHES,4464.0,1914,179,137,2.3322884012539187
82599,FANNY'S REST STOPMETAL SIGN,4459.39,2063,389,158,2.161604459524964
22360,GLASS JAR ENGLISH CONFECTIONERY,4431.280000000001,1513,219,128,2.9288037012557835
79341,WILLOW BRANCH LIGHTS.,4423.69,725,79,49,6.101641379310344
22414,DOORMAT NEIGHBOURHOOD WITCH ,4419.59,817,77,48,5.40953488372093
22644,CERAMIC CHERRY CAKE MONEY BANK,4414.0199999999995,2846,355,206,1.5509557273366126
22367,CHILDS APRON SPACEBOY DESIGN,4412.87,2325,310,231,1.8980086021505376
22073,RED RETROSPOT STORAGE JAR,4397.7,1097,254,151,4.008842297174111
22947,WOODEN ADVENT CALENDAR RED,4397.61,280,84,53,15.705749999999998
21614,SET OF 12 ROSE BOTANICAL T-LIGHTS,4384.88,1576,185,117,2.782284263959391
21535,RETRO SPOT SMALL MILK JUG,4380.61,1719,297,171,2.5483478766724836
21523,FANCY FONT HOME SWEET HOME DOORMAT,4378.65,663,164,76,6.604298642533936
22465,HANGING METAL STAR LANTERN,4357.86,2583,276,182,1.6871312427409988
20974,12 PENCILS SMALL TUBE SKULL,4356.11,6517,494,246,0.6684225870799447
20677,PINK SPOTTY BOWL,4348.93,3566,348,161,1.2195541222658441
22168,ORGANISER WOOD ANTIQUE WHITE ,4347.13,525,242,195,8.28024761904762
21844,RETRO SPOT MUG,4343.01,1481,154,102,2.932484807562458
21922,UNION STRIPE WITH FRINGE  HAMMOCK,4329.610000000001,551,184,123,7.857731397459166
21625,VINTAGE UNION JACK APRON,4295.36,600,177,111,7.158933333333333
22110,BIRD HOUSE HOT WATER BOTTLE,4294.7300000000005,1554,256,140,2.763661518661519
21153,RED SPOTTY TABLECLOTH ,4294.6900000000005,393,139,91,10.927964376590332
21874,GIN AND TONIC MUG,4283.16,3493,347,139,1.2262124248496993
20717,STRAWBERRY SHOPPER BAG,4272.75,3482,357,188,1.2270964962665134
16156S,WRAP PINK FAIRY CAKES ,4269.62,10961,256,187,0.389528327707326
22669,RED BABY BUNTING ,4264.62,1306,221,148,3.265405819295559
22276,WASH BAG VINTAGE ROSE PAISLEY,4258.67,1660,300,178,2.5654638554216866
22668,PINK BABY BUNTING,4255.54,1414,240,156,3.0095756718528994
21531,RED RETROSPOT SUGAR JAM BOWL,4254.46,1697,343,181,2.5070477312905126
20979,36 PENCILS TUBE RED SPOTTY,4252.11,3395,275,144,1.252462444771723
21832,CHOCOLATE CALCULATOR,4230.89,2477,277,145,1.708070246265644
21217,RED RETROSPOT ROUND CAKE TINS,4225.0,380,149,89,11.118421052631579
85232B,SET OF 3 BABUSHKA STACKING TINS,4213.04,840,164,93,5.01552380952381
